gebiedcode15;gebiednaam;jaar;Bevtotaal;Bev_prog2015;BevMan;BevVrouw;BevMan_p;BevVrouw_p;Bevdicht;Bevbrief;Bevinst;Bevinst_p;Bevstud;Bevpotbbv15_64;Bevpotbbv15_64_p;Bevpotbbv15_74;Bevpotbbv15_74_p;BevSur;BevAntil;BevTurk;BevMarok;BevovNW;BevWest;BevAutoch;BevSur_p;BevAntil_p;BevTurk_p;BevMarok_p;BevovNW_p;BevWest_p;BevAutoch_p;BevNW_p;BevegNW;BevegWest;BevNstedeling;BevNstedeling_p;Bev65auto;Bev65W;Bev65NW;Bev65auto_p;Bev65W_p;Bev65NW_p;Bev17auto;Bev17W;Bev17NW;Bev17auto_p;Bev17W_p;Bev17NW_p;Bevopllaag_p;Bevoplmid_p;Bevoplhoog_p;BevhuishoudenHH;BevgehzkindHH;BevgehmkindHH;BevongehzkindHH;BevongehmkindHH;BeveenouderHH;BevalleenHH;BevoverigHH;BeveenouderHH_p;BevalleenHH_p;BevpaarzkindHH_p;BevpaarmkindHH_p;BevHHmkind;BevHHmkind_p;Bevalleen0_17;Bevalleen18_29;Bevalleen30_49;Bevalleen50_79;Bevalleen80plus;Bevgeb;Bevsterf;Bevvest;Bevvert;Bevvestint;Bevvertint;Bevgelijkint;Bevmutnl_p;Bevmuttot_p;Bevwoonduur;Bev0_4;Bev5_9;Bev10_14;Bev15_19;Bev20_24;Bev25_29;Bev30_34;Bev35_39;Bev40_44;Bev45_49;Bev50_54;Bev55_59;Bev60_64;Bev65_69;Bev70_74;Bev75_79;Bev80_84;Bev85_89;Bev90_94;Bev95_99;Bev100plus;Bev0_3_p;Bev0_3;Bev4_11;Bev12_17;Bev18_22;Bev23_39;Bev40_64;Bev65plus;Bev65plus_p;Bevpeuter;Bev4_12;Bev4_12_p;Bev13_17;Bev0_17;Bev0_17_p;Bev0_18;Bev0_18_p;Bev18plus;Bev5_11;Bev15_26;Bev65_74;Bev75plus;Bev75plus_p;Bev80plus;Bev80plus_p;WvoorrBAG;W_prog2015;Wdicht;Wstandplaats;Wligplaats;Winstituut;Wwibo;Wgeschiktoud_p;Wgeschiktoud65_p;Wnultrede_p;Wcorhuur;Wkoop;Wparthuur;Wcorhuur_p;Wparthuur_p;Wkoop_p;Wopp0060;Wopp6080;Wopp80plus;Wopponb;Wopp0060_p;Wopp6080_p;Wopp80plus_p;Wopponb_p;Wbezet;Wwoz_gem;Wwoz_m2;Whuur_gem;Whuurlaag_p;whuurkwal_p;Whuurtslg_p;Whuurmidden_p;Whuurhoog_p;Whuurquote;Wwoning_r;Wwoningcorp_r;Wwoning65_r;Wonderhoudwoning_r;ORonderhoudwoningen_r;Wverhuis_p;Wverhuis65_p;ORomgevingmooi_r;ORwoningenmooi_r;ORgroenmooi_r;ORaanbodspelen_r;ORverloed_p;OR_verhard_5;OR_gras_5;OR_groen_5;ORschoonstraten_r;ORschoongroen_r;ORschoonspelen_r;ORonderhoudstraten_r;ORonderhoudgroen_r;ORonderhoudspelen_r;Mvervuiling_r;ORopp;ORwater;ORland;ORgroen;ORsport;ORwater_p;ORgroen_p;ORsport_p;ORverblijf_i;VKhard_p;VKagressief_p;Vptotaal;Vpfiscaal;Vpnietfisc;VKparkeren_r;VKfietsparkeren_r;VKparkeeroverlast_r;VKov_r;VKov65_r;VKoverlastverkeer_r;VKverkeerslawaai_r;Lbuurt_r;Lverwachtingbuurt_r;Lbuurtvoor_p;Lbuurtgelijk_p;Lbuurtacht_p;Lsoccoh_r;Lsockwal_p;Lthuisvoelen_r;Lomganggroepenb_r;Lbetrokken_r;Loverl_p;Loverltoe_p;Loverlgelijk_P;Loverlaf_p;Lburenoverlast_r;Loverlastanderegroepen_r;Lhorecaoverlast_r;Lspan_i;Lnegaho_p;Vveiligh_i;Vcrimin_i;Vvolume_i;Vimpact_i;Voverlast_i;Vverloed_i;Vpersonovl_i;Vbeleving_i;Vinbraak_i;Vslacht_p;Vslachtjong_p;Vslachtverm_p;Vslachtgew_p;Vslachtvan_p;Vslachtfiets_p;Vveiligvoelen_p;Vveiligvoelen65_p;Vveiligdag_r;Vveiligavond_r;Vcriminaliteit_r;Vcrimitoe_p;Vcrimigelijk_p;Vcrimiaf_p;Ldrugsovl_p;Ljongerenovl_p;Vjeugdige_p;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K54;Rijnbuurt;2011;8820;;4094;4726;46;4;53;6;;16;54;0;6;0;6731;76;3;7345;83;3;420;105;137;391;630;1488;5649;4;8;1;2;1;6;4;4;7;1;16;9;64;19;1;984;736;3557;40;3;826;178;111;74;1;16;10;607;166;334;54;8;15;30;2;20;35;45;5479;434;322;700;188;465;3285;85;8;5;60;20;7;9;3;975;17;8;2;592;1254;1240;197;133;66;670;677;842;844;102;15;1;17;1;9;4;454;278;242;278;688;1082;1042;781;717;598;525;481;539;367;247;218;142;102;32;7;0;4;4;384;452;271;530;3208;2860;1115;12;6;120;496;5;6;227;1107;12;6;1161;13;2;7713;382;1367;614;501;5;7;283;3;2;5228;;;0;70;2;22;41;;29;2255;843;2130;43;1;40;7;16;1;3516;1196;498;18;67;3;22;9;9;5;0;3;1;69;;;477;41;;72;3;5;26;7;5;7;3;7;7;7;1;6;8;29;;7;7;1;7;7;;;;;6;4;6;6;6;7;6;6;6;8;6;9;6;3;;;;;;;;;;;;;;;6;5;;7;7;4;7;4;7;3;7;7;8;7;1;;;;;;8;7;1;6;3;;;;;6;9;7;6;8;3;95;;;;;;;;;;;;;;;;;;;8;5;7;8;7;5;;;;;;3;8;;;;;;;;;;;;
K59;Prinses Irenebuurt e,o,;2011;1212;;553;659;45;6;54;4;;4;0;0;0;732;60;4;866;71;5;11;9;2;2;95;307;786;0;9;0;7;0;2;0;2;7;8;25;3;64;9;9;8;78;157;382;31;5;216;67;4;75;3;23;3;1;4;136;54;32;61;3;24;3;14;4;5;22;73;679;88;98;50;25;31;382;5;4;6;56;3;20;3;18;1;154;22;7;0;49;65;191;77;11;5;98;107;75;69;3;9;6;14;4;11;70;74;49;54;38;66;82;87;86;81;73;70;95;75;59;49;57;32;11;4;0;4;7;57;110;55;48;250;405;287;23;7;25;120;9;9;45;222;18;3;233;19;2;990;97;126;134;153;12;6;104;8;6;696;;;0;0;0;0;;;;0;528;168;0;24;1;75;9;50;38;598;10;7;2;5;5;85;9;1;4;1;74;;;;;;;;;;8;2;;;7;5;7;9;;;7;6;7;3;7;6;6;;;;;6;6;7;6;4;7;1;7;3;6;7;7;;;;;;;;;;;;;;;8;3;;7;7;8;1;;7;1;6;1;8;2;7;4;;;;;;8;6;7;7;7;1;;;;;7;9;7;5;8;1;86;;;;;;;;;;;;;;;;;;;8;6;7;8;7;4;;;;;;0;;;;;;;;;;;
K90;Buitenveldert-West;2011;12142;;5536;6606;45;6;54;4;;19;223;1;8;18;7479;61;6;8771;72;2;484;108;126;250;1135;2661;7378;4;0;9;1;2;1;9;3;21;9;60;8;17;3;1314;1575;3140;25;9;2633;510;141;80;2;15;5;4;3;737;374;474;46;5;23;6;29;9;22;37;41;7109;1070;691;615;204;413;4061;55;5;8;57;1;23;7;12;6;1308;18;4;2;610;951;1677;821;124;185;1093;947;1080;888;245;12;9;16;3;10;7;489;453;437;429;761;918;930;772;792;705;654;681;837;633;659;635;627;472;210;47;1;3;4;407;720;458;660;2944;3669;3284;27;147;813;6;7;365;1585;13;1;1689;13;9;10557;638;1554;1292;1992;16;4;1357;11;2;7387;;;0;13;71;541;;;;2471;2609;2307;33;5;31;2;35;3;1369;3084;2871;63;18;5;41;7;38;9;0;9;1;64;;;;;;;;;;7;9;7;5;8;7;4;7;1;;;7;1;6;7;7;7;7;3;;;;;7;7;2;7;6;7;7;2;7;7;1;;;;;;;;;;;;;;;7;2;;6;8;7;8;7;7;7;6;5;7;9;7;2;;;;;;8;1;7;2;6;6;;;;;7;5;7;7;8;3;86;;;;;;;;;;;;;;;;;;;8;4;7;6;7;5;;;;;;2;6;;;;;;;;;
K91;Buitenveldert-Oost;2011;7024;;3150;3874;44;8;55;2;;7;494;7;0;3989;56;8;4852;69;1;236;52;105;130;693;1545;4263;3;4;0;7;1;5;1;9;9;9;22;60;7;17;3;789;971;1598;22;8;1915;382;90;80;2;16;3;8;266;206;270;35;8;27;8;36;4;20;41;39;4064;675;339;285;86;224;2423;32;5;5;59;6;23;6;10;5;649;16;1;230;540;1141;511;49;186;682;514;639;420;91;12;2;15;8;11;241;222;185;252;375;451;460;396;424;354;373;393;511;417;446;440;426;408;185;58;7;2;9;202;338;202;406;1434;2055;2387;34;73;378;5;4;162;742;10;6;806;11;5;6282;299;786;863;1524;21;7;1084;15;4;4159;;;0;0;5;5;74;77;63;1421;1446;1292;34;2;31;1;34;8;373;1967;1784;35;9;47;3;42;9;0;8;1;69;;;577;16;;41;15;7;27;7;7;7;1;7;8;7;5;7;1;20;4;7;1;6;6;7;7;7;;;;;7;1;7;3;6;9;6;7;7;2;6;9;7;4;;;;;;;;;;;;;;;7;7;;7;5;6;5;6;2;7;5;7;7;7;6;9;;;;;;8;1;7;1;6;5;;;;;7;6;8;8;5;92;;;;;;;;;;;;;;;;;;;8;4;7;7;7;7;;;;;;3;4;;;;;;;;;;;
M27;Weesperzijde;2011;4739;;2432;2307;51;3;48;7;;24;25;0;5;20;3852;81;3;4076;86;220;44;69;219;377;823;2987;4;6;0;9;1;5;4;6;8;17;4;63;19;6;556;420;2218;46;8;184;62;58;60;5;20;4;19;1;397;101;175;59;15;26;12;26;62;2836;202;216;397;131;159;1686;45;5;6;59;4;21;1;12;2;506;17;8;4;466;682;509;25;78;13;360;360;639;737;107;19;3;22;2;7;5;271;183;129;180;440;635;630;452;399;323;274;269;250;138;86;47;18;11;4;0;0;4;7;223;281;169;324;1923;1515;304;6;4;67;304;6;4;146;673;14;2;706;14;9;4066;233;852;224;80;1;7;33;0;7;2651;;;0;48;3;4;25;;9;970;880;801;36;6;30;2;33;2;1180;557;726;188;44;5;21;27;4;7;1;1;79;;;;36;;60;0;1;;8;7;3;;7;1;6;9;24;;6;8;7;3;6;7;6;1;;;;;6;4;6;4;6;3;6;5;6;5;6;2;6;2;;;;;;;;;;;;;;;5;8;;6;5;7;7;;6;8;6;7;7;6;7;7;;;;;;7;9;7;6;4;;;;;7;7;7;1;97;;;;;;;;;;;;;;;;;;;8;4;7;6;6;4;;;;;;6;4;;;;;;;;;;;;;;
M28;Oosterparkbuurt;2011;10257;;5159;5098;50;3;49;7;;18;99;1;56;8156;79;5;8675;84;6;926;112;596;1090;1167;1575;4791;9;1;1;5;8;10;6;11;4;15;4;46;7;37;9;2421;838;3588;35;425;97;278;53;1;12;1;34;8;466;198;897;29;9;12;7;57;5;27;28;45;6018;421;520;743;204;492;3568;70;8;2;59;3;19;3;12;1216;20;2;4;762;1462;1250;90;139;51;667;609;1024;1167;161;14;7;16;9;8;3;539;391;371;468;869;1193;1133;853;834;829;786;669;522;313;206;127;86;49;17;2;0;4;2;432;643;486;699;3557;3640;800;7;8;119;721;7;408;1561;15;2;1660;16;2;8696;536;1791;519;281;2;7;154;1;5;5970;;;0;0;73;24;35;;16;3863;1179;928;64;7;15;5;19;7;3004;1599;1145;222;50;3;26;8;19;2;3;7;1;72;;;412;46;;71;2;3;23;7;4;6;9;7;6;7;6;4;36;;6;5;6;4;6;9;6;7;;;;;6;2;6;7;6;5;6;5;6;7;6;6;6;;;;;;;;;;;;;;;6;1;;6;3;8;8;1;6;7;6;5;7;2;7;3;;;;;;7;8;6;9;6;2;;;;;6;7;6;7;7;6;104;;;;;;;;;;;;;;;;;;;8;2;7;2;6;3;;;;;;5;3;;;;;;;;;
M29;Dapperbuurt;2011;8206;;4078;4128;49;7;50;3;;17;173;2;1;0;6260;76;3;6727;82;807;93;741;1102;780;1111;3572;9;8;1;1;9;13;4;9;5;13;5;43;5;42;9;2080;593;2391;29;1;381;96;299;49;1;12;4;38;5;374;161;848;27;11;6;61;3;32;31;37;4685;340;443;475;162;436;2771;58;9;3;59;1;17;4;12;9;1041;22;2;9;610;1010;1051;91;94;63;457;430;725;759;87;12;1;14;4;8;4;428;353;389;385;698;902;768;615;619;607;668;542;456;263;204;147;80;59;17;6;0;4;4;358;569;456;546;2609;2892;776;9;5;107;644;7;8;381;1383;16;9;1473;18;6823;499;1413;467;309;3;8;162;2;4581;;;0;0;21;83;36;;16;3172;774;635;69;2;13;9;16;9;2025;1552;821;183;44;2;33;9;17;9;4;1;79;;;421;39;;74;3;3;27;7;4;7;7;4;6;9;6;6;24;;6;5;6;4;6;7;6;3;;;;;6;5;6;6;6;3;6;5;6;6;6;4;5;9;;;;;;;;;;;;;;;6;2;;6;2;8;3;8;6;2;6;2;7;3;7;2;;;;;;7;8;6;8;6;1;;;;;7;1;6;7;7;6;107;;;;;;;;;;;;;;;;;;;8;1;6;7;6;2;;;;;;6;2;;;;;;;;;
M30;Transvaalbuurt;2011;9248;;4652;4596;50;3;49;7;;26;0;0;0;7120;77;7559;81;7;1017;111;813;1762;953;1206;3386;11;1;2;8;8;19;1;10;3;13;36;6;50;3;2713;692;2522;27;3;242;93;301;38;1;14;6;47;3;383;153;1264;21;3;8;5;70;2;35;35;30;4878;335;624;549;172;521;2587;90;10;7;53;18;1;16;3;1317;27;5;595;1089;836;62;131;45;481;486;963;1107;171;14;4;16;5;8;5;538;478;476;596;903;992;910;765;690;707;595;526;436;247;192;99;51;34;8;4;1;4;9;454;754;592;823;3035;2954;636;6;9;149;841;9;1;505;1800;19;5;1935;20;9;7448;670;1914;439;197;2;1;98;1;1;4612;;;0;0;1;10;36;;24;3131;799;682;67;9;14;8;17;3;2130;1590;732;160;46;2;34;5;15;9;3;5;2;1;;;399;47;;78;1;1;26;7;1;6;5;7;2;6;5;6;4;34;;6;3;6;4;6;4;6;7;;;;;6;3;6;4;6;3;6;5;6;5;6;4;5;9;;;;;;;;;;;;;;;6;3;;6;8;7;7;7;6;6;9;6;6;6;9;7;1;;;;;;7;5;6;6;6;;;;;6;9;6;3;8;112;;;;;;;;;;;;;;;;;;;8;6;7;5;6;;;;;;5;9;;;;;;;;;;
M31;Indische Buurt-West;2011;12407;;6374;6033;51;4;48;6;;40;62;0;5;127;9692;78;1;10251;82;6;1183;132;1182;2475;1447;1708;4280;9;5;1;1;9;5;19;9;11;7;13;8;34;5;51;7;3872;1093;3703;29;8;310;86;436;37;3;10;3;52;4;377;182;1603;17;4;8;4;74;1;34;30;36;6961;423;798;885;218;537;4021;79;7;7;57;8;18;8;14;6;1553;22;3;4;1158;1686;1092;81;198;37;883;902;1384;1349;204;14;7;18;7;2;748;597;538;542;1187;1803;1558;1092;918;760;693;597;542;305;254;149;80;32;12;0;0;5;625;955;582;909;4994;3510;832;6;7;195;1062;8;6;475;2162;17;4;2275;18;3;10245;832;2451;559;273;2;2;124;1;6616;;;0;0;29;27;34;;24;4196;1478;942;63;4;14;2;22;3;4021;1396;1063;136;60;8;21;1;16;1;2;1;1;88;;;385;46;;71;1;2;24;7;3;6;8;7;3;6;9;6;2;30;;6;4;6;3;6;2;6;5;;;;;5;7;6;1;5;9;6;3;6;4;6;2;5;5;;;;;;;;;;;;;;;5;8;;6;2;7;7;7;5;6;8;6;6;7;7;4;;;;;;7;5;6;6;5;9;;;;;7;6;5;7;7;108;;;;;;;;;;;;;;;;;;;8;6;7;6;1;;;;;;7;3;;;;;;;
M32;Indische Buurt-Oost;2011;10399;;5210;5189;50;1;49;9;;31;149;1;4;0;7504;72;2;8021;77;1;1098;141;1249;2197;1254;1084;3376;10;6;1;4;12;21;1;12;1;10;4;32;5;57;1;3439;646;2095;20;1;601;100;365;56;4;9;4;34;2;357;114;1646;16;9;5;4;77;8;37;33;30;5428;434;788;489;167;541;2933;76;10;54;17;17;6;1496;27;6;5;662;1104;946;216;148;73;606;597;1181;1372;229;15;8;18;2;7;7;698;607;524;525;769;1094;1027;868;789;738;663;577;454;270;247;196;158;124;59;11;1;5;5;575;947;595;667;3328;3221;1066;10;3;239;1059;10;2;483;2117;20;4;2230;21;4;8282;824;1730;517;549;5;3;353;3;4;5138;;;0;11;5;287;41;58;28;3764;819;555;73;3;10;8;15;9;2386;1433;1290;29;46;4;27;9;25;1;0;6;2;2;;;401;48;;79;1;3;27;7;1;6;5;7;5;6;8;6;2;29;12;6;3;6;6;9;6;6;;;;;5;9;6;4;6;3;6;1;6;6;6;4;5;5;;;;;;;;;;;;;;;6;;6;4;7;6;7;4;6;8;6;7;6;5;6;9;;;;;;7;3;6;4;5;7;;;;;7;6;3;8;110;;;;;;;;;;;;;;;;;;;7;6;6;4;5;6;;;;;;7;9;;;;;;;;;
M33;Oostelijk Havengebied;2011;17984;;9119;8865;50;7;49;3;;23;26;0;1;0;13533;75;3;14142;78;6;1196;178;443;803;1330;2902;11132;6;7;1;2;5;4;5;7;4;16;1;61;9;22;2081;1361;7419;41;3;581;117;135;69;7;14;16;2;2390;506;1176;58;7;12;4;28;9;16;29;55;8840;949;1271;1133;765;888;3781;53;10;42;8;23;6;23;2924;33;1;2;416;1806;1510;47;287;40;813;1033;1229;1341;300;10;3;12;3;6;4;1493;1093;1032;766;722;969;1612;1910;2075;2069;1581;1061;768;391;218;136;67;18;2;1;0;7;1259;1780;1033;747;4778;7554;833;4;6;423;1979;11;834;4072;22;6;4226;23;5;13912;1546;1816;609;224;1;2;88;0;5;8391;;;0;228;8;47;55;57;36;3378;3292;1721;40;3;20;5;39;2;580;1986;5627;198;6;9;23;7;67;1;2;4;2;14;;;633;9;;38;9;10;26;8;2;7;7;8;3;8;7;6;21;12;7;4;7;6;6;6;6;4;;;;;7;1;7;6;8;7;3;7;1;7;7;1;;;;;;;;;;;;;;;6;1;;7;7;9;8;1;7;4;7;7;9;7;4;;;;;;8;2;7;2;6;6;;;;;7;7;7;8;4;92;;;;;;;;;;;;;;;;;;;8;7;8;1;7;2;;;;;;5;6;;;;;;;;;;;;;;
M34;Zeeburgereiland/Nieuwe diep;2011;756;;365;391;48;3;51;7;;0;9;1;2;532;706;93;4;716;94;7;38;22;4;5;51;155;481;5;2;9;0;5;0;7;6;7;20;5;63;6;15;9;66;110;439;58;1;14;1;0;93;3;6;7;0;39;4;1;88;6;9;1;2;3;7;61;32;565;18;10;54;10;10;448;15;1;8;79;3;12;7;3;5;30;5;3;1;391;25;28;3;2;;216;109;114;186;25;29;7;40;1;2;4;15;10;10;73;387;97;24;16;25;27;18;20;19;9;1;2;2;1;0;0;0;1;9;14;14;16;313;275;109;15;2;4;16;2;1;14;44;5;8;65;8;6;712;13;528;10;5;0;7;3;0;4;442;;;10;64;1;0;;;;418;9;15;94;6;3;4;2;338;54;13;37;76;5;12;2;2;9;8;4;1;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M35;IJburg-West;2011;12667;;6303;6364;49;8;50;2;;16;23;0;2;10;8159;64;4;8384;66;2;1399;196;424;1110;1213;1522;6803;11;1;5;3;3;8;8;9;6;12;53;7;34;3;1915;625;4052;32;216;36;61;69;11;5;19;5;2416;408;1669;53;8;9;1;37;1;19;31;50;4970;414;1251;410;635;647;1583;30;13;31;9;16;6;37;9;2533;51;7;288;831;436;21;290;21;805;679;1470;866;243;12;4;14;5;2;5;1737;1638;820;487;429;717;1091;1724;1611;960;529;349;262;140;85;52;23;11;2;0;0;11;1391;2377;725;423;3727;3711;313;2;5;543;2536;20;566;4493;35;5;4599;36;3;8174;2031;1130;225;88;0;7;36;0;3;5159;;;0;0;25;180;;;;1764;2394;1001;34;2;19;4;46;4;150;327;4670;12;2;9;6;3;90;5;0;2;2;46;;;;;;;;;;7;9;7;4;7;8;8;2;7;5;;;6;7;7;1;5;9;5;7;;;;;6;5;6;5;6;4;7;6;7;6;7;6;4;;;;;;;;;;;;;;;5;8;;6;3;7;2;8;3;6;8;7;2;7;2;6;7;;;;;;7;5;6;8;6;6;;;;;7;8;6;9;8;3;103;;;;;;;;;;;;;;;;;;;8;4;7;4;6;6;;;;;;8;4;;;;;;;;;;
M50;IJburg-Oost;2011;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M51;IJburg-Zuid;2011;4701;;2257;2444;48;52;;8;4;0;1;75;3131;66;6;3235;68;8;581;57;212;522;563;556;2210;12;4;1;2;4;5;11;1;12;11;8;47;41;2;887;243;1444;30;7;90;15;32;65;7;10;9;23;4;714;128;709;46;8;3;45;7;27;31;42;1966;109;411;205;253;232;738;18;11;8;37;5;16;33;8;896;45;6;0;213;360;154;11;144;8;379;245;836;267;64;14;7;17;1;2;719;452;262;205;222;434;591;666;453;249;159;97;55;63;41;16;12;4;1;0;0;12;4;585;712;254;201;1799;1013;137;2;9;230;767;16;3;199;1551;33;1602;34;1;3150;578;582;104;33;0;7;17;0;4;2242;;;0;0;1;79;;;;1043;774;425;46;5;19;34;5;158;188;1889;7;7;8;4;84;3;0;3;2;1;;;;;;;;;;8;7;2;;8;4;7;6;;;7;7;3;6;2;5;9;;;;;6;9;7;6;8;7;3;7;2;7;7;;;;;;;;;;;;;;;6;4;;7;4;7;2;;7;2;7;7;7;6;7;1;;;;;;7;9;7;1;6;9;;;;;8;1;7;4;8;5;;;;;;;;;;;;;;;;;;;;8;5;7;7;6;6;;;;;;;;;;;;;;;;;;;;;;;;;
M55;Frankendael;2011;9948;;4814;5134;48;4;51;6;;14;216;2;2;432;7268;73;1;8009;80;5;612;111;235;769;678;1423;6120;6;2;1;1;2;4;7;7;6;8;14;3;61;5;24;2;1420;749;3208;32;2;1162;163;184;77;10;8;12;2;767;163;494;53;9;11;4;34;7;27;37;36;5965;566;518;486;206;431;3714;44;7;2;62;3;17;6;12;1;1155;19;4;13;1404;902;1147;248;112;101;1058;945;1069;1248;266;18;3;21;7;9;2;466;393;312;606;1268;937;698;629;644;685;648;595;558;422;319;230;204;195;107;27;5;4;396;596;432;1160;2725;3130;1509;15;2;131;655;6;6;373;1424;14;3;1556;15;6;8524;526;2291;741;768;7;7;538;5;4;5181;;;0;3;82;59;41;47;33;3400;823;958;65;6;18;5;15;9;2953;1025;985;218;57;19;8;19;4;2;1;92;;;393;53;;75;0;6;24;7;5;7;1;7;4;6;9;6;6;28;12;6;9;6;5;7;5;6;8;;;;;6;9;7;1;6;7;6;8;7;2;6;6;6;8;;;;;;;;;;;;;;;7;4;;7;5;8;7;5;7;3;6;8;7;7;6;8;;;;;;8;7;2;6;5;;;;;7;2;7;3;8;4;89;;;;;;;;;;;;;;;;;;;8;3;7;4;6;8;;;;;;3;;;;;;;;
M56;Middenmeer;2011;13773;;6586;7187;47;8;52;2;;25;13;0;1;750;9822;71;3;10564;76;7;431;100;140;333;700;2352;9717;3;1;0;7;1;2;4;5;1;17;1;70;6;12;4;898;1140;5289;38;4;1163;170;71;82;8;12;1;5;1;2116;394;444;71;6;13;3;15;15;31;55;6867;770;1064;755;547;510;3140;81;7;4;45;7;22;2;23;5;2121;30;9;10;988;862;1030;250;223;59;938;948;1272;1222;330;12;8;15;8;8;8;1059;795;693;864;1119;995;1092;1153;1169;1022;963;773;672;408;334;248;212;139;54;9;0;6;3;873;1278;803;1122;3694;4599;1404;10;2;281;1405;10;2;676;2954;21;4;3166;23;10819;1092;2369;742;662;4;8;414;3;6708;;;21;0;6;90;47;65;26;1811;2568;2329;27;34;7;38;3;1253;1854;3460;141;18;7;27;6;51;6;2;1;2;5;;;533;12;;47;2;5;26;8;7;6;8;7;6;7;2;21;6;7;2;7;2;7;6;7;2;;;;;7;7;2;7;7;1;7;2;7;7;1;;;;;;;;;;;;;;;6;7;;7;1;7;4;7;4;7;3;7;8;7;5;;;;;;8;2;7;4;6;7;;;;;7;5;7;3;8;5;87;;;;;;;;;;;;;;;;;;;8;6;7;8;7;;;;;;2;5;;;;;;;;;;;;;;
M57;Betondorp;2011;3107;;1475;1632;47;5;52;5;;9;0;0;0;1981;63;8;2395;77;1;237;18;41;179;208;329;2095;7;6;0;6;1;3;5;8;6;7;10;6;67;4;22;414;152;582;18;7;683;77;37;85;7;9;7;4;6;193;26;167;50;6;7;43;3;40;35;25;1972;305;122;112;56;157;1210;10;8;61;4;21;1;9;335;17;1;115;361;570;163;30;45;81;129;197;165;14;8;2;9;2;10;8;125;111;93;98;132;168;200;195;230;246;208;216;288;217;197;146;132;77;25;3;0;3;4;106;173;107;110;626;1188;797;25;7;37;194;6;2;86;386;12;4;393;12;6;2721;154;289;414;383;12;3;237;7;6;1953;;;0;0;0;4;55;;28;1778;131;44;91;2;3;6;7;886;933;123;11;45;4;47;8;6;3;0;6;1;59;;;414;52;;87;2;1;26;7;5;7;4;7;5;7;1;6;9;16;;7;1;7;2;7;2;6;2;;;;;6;9;6;7;6;4;6;3;6;8;6;2;7;;;;;;;;;;;;;;;7;3;;7;6;7;2;6;9;7;5;6;7;7;6;6;5;;;;;;7;9;7;2;6;7;;;;;8;7;5;8;8;102;;;;;;;;;;;;;;;;;;;8;2;7;4;6;7;;;;;;5;8;;;;;;;;;;
M58;Omval/Overamstel;2011;2042;;1029;1013;50;4;49;6;;13;115;5;6;948;1861;91;1;1921;94;1;88;64;25;34;173;399;1259;4;3;3;1;1;2;1;7;8;5;19;5;61;7;18;8;221;229;1175;57;5;57;17;8;69;5;20;7;9;8;52;42;17;46;8;37;8;15;3;10;45;45;1478;92;51;115;28;17;1165;10;1;2;78;8;14;5;3;96;6;5;2;929;133;98;3;16;;437;317;303;384;23;29;3;34;7;3;6;48;27;24;99;698;379;155;115;99;88;83;73;72;40;20;13;8;1;0;0;0;2;1;42;43;26;471;963;415;82;4;4;46;2;3;23;111;5;4;131;6;4;1931;37;1016;60;22;1;1;9;0;4;1471;;;1;96;3;0;;;;1004;196;271;68;3;18;4;13;3;1007;30;427;7;68;5;2;29;0;5;1;39;;;;;;;;;;7;5;6;6;;7;3;6;6;59;;5;3;5;4;5;4;4;5;;;;;6;2;6;2;5;6;6;1;6;3;5;8;6;5;;;;;;;;;;;;;;;6;5;;7;1;8;1;;7;4;7;1;6;6;6;4;;;;;;7;6;5;5;1;;;;;6;8;6;4;7;7;102;;;;;;;;;;;;;;;;;;;8;1;6;8;6;1;;;;;;2;9;;;;;;;;
